District,State,Location,Latitude,Longitude,Lithology,Aquifer_Type,Expected_WBZ_Depth_m,Water_Level_m,Expected_Discharge_LPM,pH,EC_uS_cm,Hardness_mg_L,Nitrate_mg_L,Fluoride_mg_L,Recommended_Drilling,Well_Suitability,Expected_Water_Quality
Anantapur,Andhra Pradesh,Site-0585,13.6244,80.4762,Basalt,Semi-confined,250,10.6,450,8.2,666,121,8.0,0.25,Percussion Drilling,Not Suitable,Poor
West Godavari,Andhra Pradesh,Site-0586,18.1618,81.7736,Alluvium,Unconfined,276,2.94,442,7.25,456,540,90.0,0.97,Percussion Drilling,Not Suitable,Good
Krishna,Andhra Pradesh,Site-0587,13.708,81.3096,Sandstone,Semi-confined,129,8.18,79,6.98,388,702,2.0,0.61,Rotary Drilling,Not Suitable,Good
Kurnool,Andhra Pradesh,Site-0588,17.8757,77.5363,Basalt,Fractured,122,7.09,210,7.2,1541,350,38.0,0.43,Auger Drilling,Suitable,Moderate
Chittoor,Andhra Pradesh,Site-0589,16.9395,77.5346,Limestone,Confined,283,14.69,466,7.21,1958,325,57.0,1.48,Down-the-Hole,Not Suitable,Poor
Guntur,Andhra Pradesh,Site-0590,18.2138,78.7094,Sandstone,Semi-confined,287,3.88,227,8.3,1644,736,63.0,0.7,Percussion Drilling,Not Suitable,Good
East Godavari,Andhra Pradesh,Site-0591,14.3832,82.1934,Basalt,Unconfined,220,15.05,453,6.78,681,550,84.0,1.58,Rotary Drilling,Not Suitable,Good
Krishna,Andhra Pradesh,Site-0592,18.018,78.8921,Limestone,Fractured,183,16.89,93,6.62,1950,724,50.0,1.09,Auger Drilling,Not Suitable,Moderate
Krishna,Andhra Pradesh,Site-0593,13.2665,78.4401,Basalt,Fractured,56,13.89,66,7.58,912,126,78.0,1.56,Down-the-Hole,Not Suitable,Moderate
West Godavari,Andhra Pradesh,Site-0594,14.2993,77.1914,Alluvium,Fractured,248,16.09,426,8.0,1853,211,71.0,0.9,Down-the-Hole,Not Suitable,Poor
Krishna,Andhra Pradesh,Site-0595,15.543,82.0345,Limestone,Semi-confined,113,19.29,289,7.99,687,235,2.0,0.71,Down-the-Hole,Suitable,Good
Kurnool,Andhra Pradesh,Site-0596,17.628,79.0708,Limestone,Fractured,49,13.08,235,7.04,713,768,99.0,1.29,Rotary Drilling,Not Suitable,Moderate
West Godavari,Andhra Pradesh,Site-0597,16.9647,82.852,Basalt,Fractured,266,2.31,54,7.43,934,591,82.0,1.72,Percussion Drilling,Not Suitable,Moderate
Anantapur,Andhra Pradesh,Site-0598,16.4774,77.5568,Limestone,Semi-confined,62,9.93,182,8.03,765,365,64.0,0.43,Percussion Drilling,Not Suitable,Good
West Godavari,Andhra Pradesh,Site-0599,16.9359,78.6287,Alluvium,Unconfined,124,14.32,490,7.38,849,142,71.0,1.49,Rotary Drilling,Not Suitable,Poor
Guntur,Andhra Pradesh,Site-0600,18.8517,77.1128,Sandstone,Unconfined,150,8.3,89,7.51,431,623,10.0,0.63,Down-the-Hole,Not Suitable,Poor
Prakasam,Andhra Pradesh,Site-0601,17.9748,81.7671,Granite,Fractured,174,4.58,217,7.71,937,443,53.0,1.82,Down-the-Hole,Not Suitable,Moderate
Guntur,Andhra Pradesh,Site-0602,16.7315,78.1222,Granite,Semi-confined,106,18.41,63,6.71,633,420,66.0,1.49,Down-the-Hole,Not Suitable,Good
Nellore,Andhra Pradesh,Site-0603,17.9844,77.2282,Alluvium,Confined,225,15.73,382,6.66,358,329,73.0,1.11,Auger Drilling,Not Suitable,Poor
Chittoor,Andhra Pradesh,Site-0604,18.0856,80.6943,Granite,Fractured,298,11.37,212,7.04,1912,689,38.0,1.84,Down-the-Hole,Suitable,Good
Prakasam,Andhra Pradesh,Site-0605,14.3853,79.2037,Granite,Confined,257,15.19,500,7.32,363,460,72.0,1.11,Down-the-Hole,Not Suitable,Poor
Krishna,Andhra Pradesh,Site-0606,16.6313,80.1428,Shale,Confined,94,18.66,175,8.05,1034,790,75.0,1.4,Down-the-Hole,Not Suitable,Moderate
Prakasam,Andhra Pradesh,Site-0607,14.8831,77.5705,Shale,Confined,283,13.39,445,6.9,568,564,2.0,0.5,Auger Drilling,Suitable,Moderate
East Godavari,Andhra Pradesh,Site-0608,17.2683,80.289,Granite,Confined,47,17.01,62,7.88,349,235,66.0,1.76,Auger Drilling,Not Suitable,Moderate
Prakasam,Andhra Pradesh,Site-0609,13.7647,81.8785,Basalt,Semi-confined,90,8.06,472,8.3,1411,723,79.0,0.39,Rotary Drilling,Not Suitable,Good
Prakasam,Andhra Pradesh,Site-0610,18.6995,83.3747,Alluvium,Fractured,253,7.21,294,7.9,1702,287,93.0,1.58,Rotary Drilling,Not Suitable,Good
Anantapur,Andhra Pradesh,Site-0611,16.5613,79.5891,Alluvium,Fractured,224,7.77,140,7.52,1404,386,99.0,0.37,Down-the-Hole,Not Suitable,Moderate
Prakasam,Andhra Pradesh,Site-0612,13.2897,80.6237,Limestone,Fractured,176,7.81,213,8.01,493,142,95.0,1.79,Percussion Drilling,Not Suitable,Moderate
East Godavari,Andhra Pradesh,Site-0613,14.6695,83.1571,Sandstone,Unconfined,207,7.13,110,7.08,1196,549,29.0,1.79,Down-the-Hole,Suitable,Moderate
West Godavari,Andhra Pradesh,Site-0614,17.5208,83.4716,Alluvium,Semi-confined,102,3.73,332,8.18,1745,272,4.0,1.28,Rotary Drilling,Not Suitable,Poor
East Godavari,Andhra Pradesh,Site-0615,17.794,77.0467,Granite,Semi-confined,134,7.07,342,7.35,1111,633,17.0,1.7,Down-the-Hole,Suitable,Good
Chittoor,Andhra Pradesh,Site-0616,15.6664,80.0259,Sandstone,Unconfined,100,19.88,424,7.84,924,180,96.0,1.63,Rotary Drilling,Not Suitable,Moderate
Kadapa,Andhra Pradesh,Site-0617,16.0424,78.9328,Alluvium,Unconfined,191,18.06,69,7.37,1644,633,41.0,0.54,Rotary Drilling,Not Suitable,Poor
Anantapur,Andhra Pradesh,Site-0618,14.4755,81.1044,Basalt,Confined,165,10.46,298,8.13,1702,608,37.0,0.44,Rotary Drilling,Not Suitable,Poor
Kurnool,Andhra Pradesh,Site-0619,13.0192,77.4708,Limestone,Confined,121,2.7,402,7.03,978,746,75.0,0.62,Down-the-Hole,Not Suitable,Moderate
East Godavari,Andhra Pradesh,Site-0620,16.9416,78.2605,Sandstone,Confined,179,14.02,300,8.09,1003,712,46.0,1.18,Down-the-Hole,Not Suitable,Good
Kurnool,Andhra Pradesh,Site-0621,13.6742,83.1663,Sandstone,Fractured,258,7.86,389,7.35,560,575,41.0,1.39,Down-the-Hole,Suitable,Poor
Nellore,Andhra Pradesh,Site-0622,17.2289,82.4158,Shale,Fractured,240,14.37,64,7.08,1239,320,53.0,0.31,Down-the-Hole,Not Suitable,Moderate
Prakasam,Andhra Pradesh,Site-0623,15.4674,82.6632,Shale,Fractured,163,18.42,187,7.47,648,447,82.0,1.67,Down-the-Hole,Not Suitable,Moderate
Nellore,Andhra Pradesh,Site-0624,14.3279,83.1294,Limestone,Confined,86,19.06,364,7.72,464,719,70.0,0.24,Rotary Drilling,Not Suitable,Moderate
Chittoor,Andhra Pradesh,Site-0625,17.6826,79.333,Sandstone,Unconfined,55,11.34,235,7.57,521,648,51.0,1.75,Percussion Drilling,Not Suitable,Moderate
Kadapa,Andhra Pradesh,Site-0626,18.4639,79.3205,Basalt,Confined,36,2.65,60,8.01,1278,204,65.0,0.92,Auger Drilling,Not Suitable,Good
Kadapa,Andhra Pradesh,Site-0627,14.6985,77.1697,Alluvium,Confined,47,6.9,113,8.13,973,771,52.0,0.44,Down-the-Hole,Not Suitable,Good
Chittoor,Andhra Pradesh,Site-0628,13.4433,82.0548,Alluvium,Fractured,40,2.27,475,7.58,510,197,95.0,1.26,Auger Drilling,Not Suitable,Good
West Godavari,Andhra Pradesh,Site-0629,18.1558,82.4934,Shale,Unconfined,184,6.93,153,6.7,1543,690,61.0,0.88,Auger Drilling,Not Suitable,Good
Kurnool,Andhra Pradesh,Site-0630,18.8013,80.927,Shale,Semi-confined,289,6.4,58,8.49,1690,503,48.0,1.57,Rotary Drilling,Not Suitable,Moderate
Kurnool,Andhra Pradesh,Site-0631,16.4673,77.1742,Basalt,Fractured,219,10.58,105,7.79,880,247,81.0,1.96,Rotary Drilling,Not Suitable,Poor
Kadapa,Andhra Pradesh,Site-0632,14.2461,83.5947,Limestone,Confined,72,4.54,365,8.18,1271,680,98.0,0.62,Auger Drilling,Not Suitable,Moderate
Nellore,Andhra Pradesh,Site-0633,14.8687,79.3651,Basalt,Unconfined,194,14.4,356,7.31,211,374,89.0,0.58,Auger Drilling,Not Suitable,Poor
Krishna,Andhra Pradesh,Site-0634,14.8781,81.5641,Sandstone,Fractured,277,11.26,489,7.98,1701,183,14.0,0.97,Rotary Drilling,Suitable,Moderate
Kadapa,Andhra Pradesh,Site-0635,17.5413,78.1347,Alluvium,Unconfined,115,5.55,495,8.44,279,534,64.0,0.51,Auger Drilling,Not Suitable,Good
East Godavari,Andhra Pradesh,Site-0636,15.5089,77.0648,Granite,Fractured,180,14.96,500,7.85,1270,430,79.0,1.8,Percussion Drilling,Not Suitable,Good
Guntur,Andhra Pradesh,Site-0637,16.1395,78.4312,Limestone,Semi-confined,295,12.88,291,7.43,876,238,22.0,1.14,Auger Drilling,Suitable,Good
Prakasam,Andhra Pradesh,Site-0638,15.4978,78.0524,Granite,Unconfined,189,14.63,152,7.89,1301,569,43.0,0.37,Auger Drilling,Suitable,Poor
Kadapa,Andhra Pradesh,Site-0639,13.4006,81.4544,Basalt,Semi-confined,37,18.7,190,7.07,1977,536,75.0,1.51,Down-the-Hole,Not Suitable,Poor
Nellore,Andhra Pradesh,Site-0640,18.6058,80.9278,Alluvium,Confined,69,12.67,102,7.96,773,282,34.0,1.21,Percussion Drilling,Suitable,Poor
West Godavari,Andhra Pradesh,Site-0641,16.869,79.6806,Limestone,Semi-confined,272,5.77,51,8.07,643,193,79.0,0.46,Percussion Drilling,Not Suitable,Moderate
Anantapur,Andhra Pradesh,Site-0642,14.94,83.2717,Granite,Confined,291,16.53,267,7.83,869,409,65.0,1.57,Percussion Drilling,Not Suitable,Poor
Nellore,Andhra Pradesh,Site-0643,15.2639,79.6987,Shale,Semi-confined,189,17.1,212,7.56,1439,319,22.0,1.9,Down-the-Hole,Suitable,Poor
Kadapa,Andhra Pradesh,Site-0644,18.0393,80.9234,Shale,Semi-confined,91,12.04,272,7.8,564,125,47.0,1.74,Down-the-Hole,Suitable,Poor
Nellore,Andhra Pradesh,Site-0645,14.2827,80.9186,Basalt,Fractured,221,5.22,432,8.49,601,552,47.0,1.15,Rotary Drilling,Not Suitable,Poor
Guntur,Andhra Pradesh,Site-0646,14.9707,83.3773,Sandstone,Unconfined,169,2.6,190,7.78,1015,144,90.0,1.47,Down-the-Hole,Not Suitable,Poor
Anantapur,Andhra Pradesh,Site-0647,18.8268,82.7633,Alluvium,Fractured,262,10.83,292,8.0,1526,658,14.0,0.27,Rotary Drilling,Suitable,Poor
Kadapa,Andhra Pradesh,Site-0648,17.2338,78.2384,Basalt,Unconfined,244,17.01,111,6.61,1505,163,41.0,0.38,Down-the-Hole,Suitable,Good
West Godavari,Andhra Pradesh,Site-0649,17.4247,79.3287,Alluvium,Semi-confined,116,18.3,350,7.94,950,628,2.0,1.89,Auger Drilling,Suitable,Moderate
Anantapur,Andhra Pradesh,Site-0650,13.3897,82.7753,Limestone,Confined,166,3.51,277,6.59,1446,303,89.0,1.11,Percussion Drilling,Not Suitable,Poor
Anantapur,Andhra Pradesh,Site-0651,14.867,80.9239,Granite,Semi-confined,268,12.23,406,6.67,1148,190,15.0,1.85,Percussion Drilling,Suitable,Poor
Chittoor,Andhra Pradesh,Site-0652,14.114,81.138,Granite,Confined,35,5.92,241,7.42,1996,352,40.0,1.71,Percussion Drilling,Suitable,Poor
Kadapa,Andhra Pradesh,Site-0653,14.8629,79.6552,Sandstone,Confined,172,4.53,211,7.33,1910,292,35.0,1.79,Percussion Drilling,Suitable,Moderate
Guntur,Andhra Pradesh,Site-0654,17.1853,78.8518,Shale,Semi-confined,216,8.28,378,7.55,1898,746,88.0,1.7,Rotary Drilling,Not Suitable,Poor
Nellore,Andhra Pradesh,Site-0655,13.9342,80.981,Alluvium,Fractured,207,13.63,399,8.09,624,450,90.0,1.94,Down-the-Hole,Not Suitable,Good
East Godavari,Andhra Pradesh,Site-0656,17.6405,78.8075,Shale,Semi-confined,46,18.59,314,7.82,581,586,18.0,1.04,Down-the-Hole,Suitable,Moderate
West Godavari,Andhra Pradesh,Site-0657,15.2675,81.1187,Granite,Semi-confined,83,13.33,495,8.3,525,531,61.0,0.8,Rotary Drilling,Not Suitable,Good
Prakasam,Andhra Pradesh,Site-0658,14.8377,80.2679,Basalt,Unconfined,254,16.57,283,7.69,1622,545,94.0,0.92,Percussion Drilling,Not Suitable,Moderate
Prakasam,Andhra Pradesh,Site-0659,16.6057,80.3779,Shale,Semi-confined,50,19.47,499,6.97,1238,210,54.0,0.97,Down-the-Hole,Not Suitable,Poor
Nellore,Andhra Pradesh,Site-0660,16.5585,78.1482,Basalt,Semi-confined,298,5.57,340,8.0,466,779,43.0,1.62,Rotary Drilling,Suitable,Good
Guntur,Andhra Pradesh,Site-0661,17.7572,77.9902,Sandstone,Fractured,232,4.98,50,7.82,610,276,39.0,0.75,Percussion Drilling,Not Suitable,Good
Kurnool,Andhra Pradesh,Site-0662,15.6193,82.0689,Basalt,Semi-confined,32,10.59,226,6.7,1326,503,90.0,0.58,Auger Drilling,Not Suitable,Poor
Nellore,Andhra Pradesh,Site-0663,17.9881,81.9436,Granite,Fractured,95,7.73,118,7.3,869,389,87.0,1.51,Auger Drilling,Not Suitable,Poor
Nellore,Andhra Pradesh,Site-0664,16.2047,79.4281,Alluvium,Unconfined,143,17.94,141,8.04,955,470,44.0,1.1,Rotary Drilling,Not Suitable,Poor
West Godavari,Andhra Pradesh,Site-0665,17.5101,83.4021,Alluvium,Confined,100,11.0,72,6.92,1091,195,44.0,0.89,Percussion Drilling,Not Suitable,Moderate
Kadapa,Andhra Pradesh,Site-0666,14.7098,79.7077,Shale,Unconfined,163,19.25,265,6.86,1015,798,67.0,1.7,Auger Drilling,Not Suitable,Good
Prakasam,Andhra Pradesh,Site-0667,17.1164,77.7098,Shale,Unconfined,112,7.74,344,7.51,1605,565,2.0,1.08,Auger Drilling,Suitable,Moderate
Anantapur,Andhra Pradesh,Site-0668,14.8177,78.8105,Alluvium,Unconfined,260,11.04,449,7.45,886,647,47.0,0.4,Percussion Drilling,Suitable,Moderate
East Godavari,Andhra Pradesh,Site-0669,17.5577,83.0922,Granite,Confined,33,8.07,412,7.68,604,627,79.0,1.51,Auger Drilling,Not Suitable,Moderate
Anantapur,Andhra Pradesh,Site-0670,15.7886,77.2789,Shale,Fractured,217,2.9,356,7.87,716,535,44.0,1.41,Rotary Drilling,Suitable,Poor
Guntur,Andhra Pradesh,Site-0671,14.0724,79.4982,Granite,Fractured,196,7.36,68,7.69,931,137,69.0,1.53,Percussion Drilling,Not Suitable,Good
Chittoor,Andhra Pradesh,Site-0672,16.2099,77.8824,Basalt,Fractured,250,18.07,226,8.44,1611,732,32.0,1.85,Auger Drilling,Not Suitable,Good
Chittoor,Andhra Pradesh,Site-0673,14.9595,77.268,Limestone,Unconfined,225,11.23,421,6.66,1504,409,55.0,0.92,Percussion Drilling,Not Suitable,Poor
Guntur,Andhra Pradesh,Site-0674,17.3296,82.1988,Granite,Fractured,89,16.29,342,7.02,820,730,66.0,1.17,Percussion Drilling,Not Suitable,Poor
Anantapur,Andhra Pradesh,Site-0675,15.2454,80.3104,Shale,Semi-confined,125,6.98,393,6.59,1016,285,87.0,0.71,Rotary Drilling,Not Suitable,Moderate
Kurnool,Andhra Pradesh,Site-0676,13.1123,79.9003,Basalt,Semi-confined,166,10.32,454,8.45,851,199,29.0,0.6,Down-the-Hole,Not Suitable,Good
Chittoor,Andhra Pradesh,Site-0677,16.6683,82.0971,Limestone,Fractured,245,13.43,218,7.58,1174,671,2.0,0.82,Down-the-Hole,Suitable,Moderate
Krishna,Andhra Pradesh,Site-0678,13.9107,82.9805,Shale,Confined,117,14.11,180,7.31,1553,685,11.0,1.34,Down-the-Hole,Suitable,Good
Kurnool,Andhra Pradesh,Site-0679,17.4881,80.7071,Sandstone,Semi-confined,191,10.13,289,6.56,1479,698,22.0,1.32,Auger Drilling,Suitable,Moderate
Anantapur,Andhra Pradesh,Site-0680,17.5083,78.9872,Alluvium,Fractured,150,8.76,325,6.76,1443,226,13.0,0.91,Percussion Drilling,Suitable,Good
West Godavari,Andhra Pradesh,Site-0681,14.7361,83.0543,Alluvium,Fractured,239,8.34,161,7.34,1427,385,41.0,1.59,Rotary Drilling,Suitable,Poor
Prakasam,Andhra Pradesh,Site-0682,16.0138,80.7276,Basalt,Fractured,283,15.62,196,8.15,1120,260,23.0,0.92,Rotary Drilling,Not Suitable,Poor
Prakasam,Andhra Pradesh,Site-0683,17.5776,81.5933,Alluvium,Unconfined,226,12.44,264,8.45,1040,293,82.0,0.25,Percussion Drilling,Not Suitable,Good
West Godavari,Andhra Pradesh,Site-0684,16.7195,83.9924,Limestone,Fractured,41,7.85,177,6.83,1481,583,88.0,0.36,Down-the-Hole,Not Suitable,Good
West Godavari,Andhra Pradesh,Site-0685,18.3011,81.5788,Limestone,Confined,112,10.24,420,8.25,558,583,92.0,1.86,Down-the-Hole,Not Suitable,Good
Guntur,Andhra Pradesh,Site-0686,13.3889,77.2162,Limestone,Fractured,265,6.41,358,7.39,695,281,60.0,1.1,Rotary Drilling,Not Suitable,Poor
Prakasam,Andhra Pradesh,Site-0687,18.2325,83.3622,Basalt,Fractured,65,2.12,66,7.86,1032,632,61.0,1.75,Rotary Drilling,Not Suitable,Moderate
Guntur,Andhra Pradesh,Site-0688,18.3001,80.7614,Alluvium,Unconfined,254,10.65,421,6.62,1862,507,93.0,1.58,Down-the-Hole,Not Suitable,Moderate
East Godavari,Andhra Pradesh,Site-0689,16.7756,80.0803,Granite,Unconfined,104,17.25,438,8.15,1743,214,93.0,0.5,Auger Drilling,Not Suitable,Poor
Prakasam,Andhra Pradesh,Site-0690,13.8517,78.7015,Shale,Confined,165,3.75,378,7.89,1138,603,97.0,0.64,Down-the-Hole,Not Suitable,Moderate
Guntur,Andhra Pradesh,Site-0691,17.1352,79.3146,Shale,Semi-confined,170,12.7,439,6.78,1268,395,4.0,0.6,Down-the-Hole,Suitable,Poor
Prakasam,Andhra Pradesh,Site-0692,17.2828,79.1466,Alluvium,Confined,186,10.56,275,7.85,516,231,19.0,1.29,Auger Drilling,Suitable,Moderate
Kurnool,Andhra Pradesh,Site-0693,13.168,78.4816,Sandstone,Confined,36,6.67,419,7.52,1982,629,52.0,1.06,Percussion Drilling,Not Suitable,Moderate
Kadapa,Andhra Pradesh,Site-0694,16.5228,80.5077,Limestone,Semi-confined,223,17.58,298,7.8,1983,637,62.0,0.52,Auger Drilling,Not Suitable,Good
Chittoor,Andhra Pradesh,Site-0695,15.0542,79.1652,Basalt,Confined,172,12.96,423,8.08,1531,301,46.0,1.1,Rotary Drilling,Not Suitable,Poor
East Godavari,Andhra Pradesh,Site-0696,18.3888,82.1896,Sandstone,Unconfined,234,13.28,218,7.51,755,666,69.0,1.72,Rotary Drilling,Not Suitable,Good
Krishna,Andhra Pradesh,Site-0697,16.4002,78.7358,Sandstone,Confined,155,6.11,417,7.41,282,723,35.0,1.19,Rotary Drilling,Suitable,Poor
Kurnool,Andhra Pradesh,Site-0698,17.4,83.4223,Basalt,Semi-confined,61,5.74,174,7.67,1390,588,60.0,0.38,Rotary Drilling,Not Suitable,Moderate
Chittoor,Andhra Pradesh,Site-0699,14.1786,77.8148,Granite,Fractured,131,3.8,351,6.93,1197,407,73.0,0.22,Auger Drilling,Not Suitable,Good
Krishna,Andhra Pradesh,Site-0700,17.6644,78.3636,Alluvium,Fractured,30,6.53,258,7.7,1208,746,23.0,0.79,Auger Drilling,Suitable,Poor
Guntur,Andhra Pradesh,Site-0701,18.7086,79.0975,Limestone,Confined,204,6.96,337,7.51,1481,550,15.0,1.96,Percussion Drilling,Suitable,Moderate
Anantapur,Andhra Pradesh,Site-0702,14.9152,83.8205,Shale,Fractured,113,5.22,439,7.36,823,196,57.0,0.82,Percussion Drilling,Not Suitable,Good
Chittoor,Andhra Pradesh,Site-0703,17.5771,78.4925,Limestone,Semi-confined,193,15.8,291,6.71,814,724,27.0,1.23,Percussion Drilling,Suitable,Moderate
Kadapa,Andhra Pradesh,Site-0704,14.1514,79.7737,Basalt,Confined,110,7.86,314,8.46,1538,709,54.0,1.6,Down-the-Hole,Not Suitable,Good
Guntur,Andhra Pradesh,Site-0705,15.8319,82.9937,Sandstone,Semi-confined,104,7.51,422,7.21,1726,422,58.0,0.75,Auger Drilling,Not Suitable,Moderate
Anantapur,Andhra Pradesh,Site-0706,17.5733,79.8286,Shale,Semi-confined,101,19.55,442,7.05,1876,307,27.0,1.39,Down-the-Hole,Suitable,Moderate
Prakasam,Andhra Pradesh,Site-0707,13.1421,79.9925,Shale,Semi-confined,132,16.35,366,7.51,1953,380,14.0,0.33,Percussion Drilling,Suitable,Moderate
Krishna,Andhra Pradesh,Site-0708,18.649,81.1506,Granite,Fractured,279,6.5,360,7.67,321,203,8.0,1.35,Down-the-Hole,Suitable,Poor
Prakasam,Andhra Pradesh,Site-0709,15.6287,78.9896,Shale,Confined,67,7.84,446,7.96,1888,255,20.0,1.26,Percussion Drilling,Suitable,Poor
Chittoor,Andhra Pradesh,Site-0710,15.6296,79.2949,Limestone,Semi-confined,179,14.41,121,8.04,339,421,47.0,1.83,Auger Drilling,Not Suitable,Poor
Kurnool,Andhra Pradesh,Site-0711,14.1048,80.2783,Shale,Semi-confined,200,5.58,410,7.02,1436,123,18.0,0.41,Auger Drilling,Suitable,Moderate
Nellore,Andhra Pradesh,Site-0712,17.8364,82.5867,Limestone,Unconfined,292,8.72,339,7.37,265,616,42.0,1.62,Auger Drilling,Suitable,Moderate
West Godavari,Andhra Pradesh,Site-0713,15.0025,77.4698,Granite,Unconfined,87,11.57,458,7.53,1943,189,74.0,1.86,Percussion Drilling,Not Suitable,Good
Nellore,Andhra Pradesh,Site-0714,17.9065,80.26,Alluvium,Confined,199,3.31,381,7.65,1129,640,100.0,1.45,Auger Drilling,Not Suitable,Good
Nellore,Andhra Pradesh,Site-0715,16.4484,77.0445,Shale,Unconfined,34,6.05,268,6.8,1952,328,75.0,1.41,Down-the-Hole,Not Suitable,Poor
Krishna,Andhra Pradesh,Site-0716,16.9217,78.4023,Limestone,Semi-confined,108,5.4,125,6.91,571,203,4.0,1.16,Rotary Drilling,Suitable,Good
East Godavari,Andhra Pradesh,Site-0717,15.0911,77.4849,Sandstone,Confined,136,5.63,133,7.35,755,338,28.0,1.59,Rotary Drilling,Suitable,Good
Krishna,Andhra Pradesh,Site-0718,13.7387,83.6361,Granite,Fractured,136,8.85,278,7.38,606,310,99.0,0.88,Rotary Drilling,Not Suitable,Good
Kadapa,Andhra Pradesh,Site-0719,16.0402,81.0481,Limestone,Unconfined,113,15.62,111,8.38,1716,719,46.0,1.55,Down-the-Hole,Not Suitable,Moderate
Kurnool,Andhra Pradesh,Site-0720,14.262,77.6355,Limestone,Semi-confined,274,6.6,107,8.39,233,107,49.0,1.65,Auger Drilling,Not Suitable,Good
Prakasam,Andhra Pradesh,Site-0721,15.1624,79.1699,Granite,Fractured,183,6.13,409,6.67,1518,499,61.0,0.23,Down-the-Hole,Not Suitable,Poor
Prakasam,Andhra Pradesh,Site-0722,13.2722,82.9319,Basalt,Unconfined,95,11.34,121,7.89,1761,139,8.0,1.27,Percussion Drilling,Suitable,Poor
Guntur,Andhra Pradesh,Site-0723,15.2302,79.9041,Basalt,Fractured,118,5.14,315,8.43,1719,784,24.0,0.86,Rotary Drilling,Not Suitable,Good
Anantapur,Andhra Pradesh,Site-0724,15.9853,79.1425,Alluvium,Semi-confined,165,13.19,64,8.07,879,129,61.0,0.26,Percussion Drilling,Not Suitable,Moderate
Anantapur,Andhra Pradesh,Site-0725,16.2368,82.3375,Alluvium,Confined,110,3.8,228,8.29,388,529,9.0,0.4,Auger Drilling,Not Suitable,Moderate
Nellore,Andhra Pradesh,Site-0726,18.1368,80.7571,Basalt,Unconfined,189,10.57,181,6.76,1544,652,47.0,1.92,Rotary Drilling,Suitable,Moderate
Krishna,Andhra Pradesh,Site-0727,17.4923,82.9638,Basalt,Confined,142,11.27,462,8.38,661,775,11.0,1.54,Auger Drilling,Not Suitable,Moderate
West Godavari,Andhra Pradesh,Site-0728,13.6314,78.5836,Basalt,Semi-confined,198,14.79,286,7.84,1264,629,74.0,1.98,Down-the-Hole,Not Suitable,Good
Prakasam,Andhra Pradesh,Site-0729,15.5321,81.6284,Limestone,Unconfined,227,13.37,456,6.9,573,114,19.0,1.34,Percussion Drilling,Suitable,Good
Nellore,Andhra Pradesh,Site-0730,14.9352,81.0046,Shale,Semi-confined,126,13.32,468,8.44,1030,562,28.0,1.02,Down-the-Hole,Not Suitable,Poor
Krishna,Andhra Pradesh,Site-0731,13.7069,78.9551,Limestone,Semi-confined,202,19.94,145,7.01,1852,599,99.0,1.19,Rotary Drilling,Not Suitable,Poor
Prakasam,Andhra Pradesh,Site-0732,17.5796,78.84,Sandstone,Fractured,43,19.37,114,6.69,1136,213,16.0,1.19,Down-the-Hole,Suitable,Good
Prakasam,Andhra Pradesh,Site-0733,14.8422,80.0531,Granite,Confined,233,16.76,311,6.89,1920,796,29.0,1.6,Percussion Drilling,Suitable,Poor
Prakasam,Andhra Pradesh,Site-0734,16.1534,82.4596,Limestone,Unconfined,215,11.71,405,8.39,1287,270,48.0,0.49,Percussion Drilling,Not Suitable,Poor
West Godavari,Andhra Pradesh,Site-0735,14.3575,83.5145,Alluvium,Confined,247,17.45,192,6.6,1020,403,50.0,1.82,Auger Drilling,Not Suitable,Moderate
Krishna,Andhra Pradesh,Site-0736,14.9315,82.0508,Sandstone,Unconfined,68,6.52,334,7.84,627,727,77.0,1.93,Rotary Drilling,Not Suitable,Moderate
Kadapa,Andhra Pradesh,Site-0737,13.8627,82.7571,Basalt,Fractured,111,13.63,250,7.68,709,458,10.0,0.61,Down-the-Hole,Suitable,Good
Nellore,Andhra Pradesh,Site-0738,13.7408,82.1776,Alluvium,Confined,135,9.98,394,7.05,870,111,82.0,0.41,Down-the-Hole,Not Suitable,Poor
Chittoor,Andhra Pradesh,Site-0739,17.6299,81.1891,Basalt,Fractured,182,16.8,327,7.99,1130,257,10.0,1.78,Down-the-Hole,Suitable,Moderate
Anantapur,Andhra Pradesh,Site-0740,15.289,83.2378,Granite,Fractured,248,12.53,498,7.92,1972,598,98.0,0.72,Rotary Drilling,Not Suitable,Good
West Godavari,Andhra Pradesh,Site-0741,18.7584,83.0556,Basalt,Fractured,251,9.59,376,6.71,1776,386,93.0,1.52,Down-the-Hole,Not Suitable,Poor
East Godavari,Andhra Pradesh,Site-0742,14.973,81.6688,Sandstone,Semi-confined,72,2.23,415,8.11,697,699,64.0,0.6,Auger Drilling,Not Suitable,Poor
Guntur,Andhra Pradesh,Site-0743,13.6238,82.4665,Alluvium,Fractured,222,12.92,495,8.35,983,143,78.0,0.39,Rotary Drilling,Not Suitable,Poor
Chittoor,Andhra Pradesh,Site-0744,13.7048,82.3482,Sandstone,Fractured,231,14.93,70,7.19,1814,550,59.0,1.23,Rotary Drilling,Not Suitable,Moderate
Nellore,Andhra Pradesh,Site-0745,17.0144,77.1795,Limestone,Confined,42,13.35,218,6.7,1044,129,94.0,1.02,Down-the-Hole,Not Suitable,Moderate
